"","Var1","Var2","value","summed_score","percentage","responses","proportion","nice_names"
"170","2_No_formal_training_self_taught","Resource Issues: No qualified TAs",0,1,0,469,0,"SelfDtaught"
"171","3_short_workshop","Resource Issues: No qualified TAs",0,1,0,231,0,"Short_workshops"
"172","4_some_undergraduate_courses","Resource Issues: No qualified TAs",0,1,0,31,0,"Some_undergraduate_coursework"
"173","6_undergraduate_certificate","Resource Issues: No qualified TAs",0,1,0,5,0,"Undergraduate_certificate"
"174","7_undergraduate_degree","Resource Issues: No qualified TAs",0,1,0,10,0,"Undergraduate_degree"
"175","8_post_graduate_degree","Resource Issues: No qualified TAs",1,1,100,148,0.00675675675675676,"PostDgraduate_certificate"
"176","9_graduate.course_or_degree","Resource Issues: No qualified TAs",0,1,0,55,0,"Graduate_course_or_degree"
"177","1_no_training_experience","Student Issues: Background knowledge",4,51,7.84313725490196,103,0.0388349514563107,"No_Training"
"178","2_No_formal_training_self_taught","Student Issues: Background knowledge",26,51,50.9803921568627,469,0.0554371002132196,"SelfDtaught"
"179","3_short_workshop","Student Issues: Background knowledge",9,51,17.6470588235294,231,0.038961038961039,"Short_workshops"
"180","4_some_undergraduate_courses","Student Issues: Background knowledge",3,51,5.88235294117647,31,0.0967741935483871,"Some_undergraduate_coursework"
"181","6_undergraduate_certificate","Student Issues: Background knowledge",0,51,0,5,0,"Undergraduate_certificate"
"182","7_undergraduate_degree","Student Issues: Background knowledge",0,51,0,10,0,"Undergraduate_degree"
"183","8_post_graduate_degree","Student Issues: Background knowledge",8,51,15.6862745098039,148,0.0540540540540541,"PostDgraduate_certificate"
"184","9_graduate.course_or_degree","Student Issues: Background knowledge",1,51,1.96078431372549,55,0.0181818181818182,"Graduate_course_or_degree"
"185","1_no_training_experience","Student Issues: Interest in topic",1,13,7.69230769230769,103,0.00970873786407767,"No_Training"
"186","2_No_formal_training_self_taught","Student Issues: Interest in topic",5,13,38.4615384615385,469,0.0106609808102345,"SelfDtaught"
"187","3_short_workshop","Student Issues: Interest in topic",2,13,15.3846153846154,231,0.00865800865800866,"Short_workshops"
"188","4_some_undergraduate_courses","Student Issues: Interest in topic",1,13,7.69230769230769,31,0.032258064516129,"Some_undergraduate_coursework"
"189","6_undergraduate_certificate","Student Issues: Interest in topic",0,13,0,5,0,"Undergraduate_certificate"
"190","7_undergraduate_degree","Student Issues: Interest in topic",0,13,0,10,0,"Undergraduate_degree"
"191","8_post_graduate_degree","Student Issues: Interest in topic",4,13,30.7692307692308,148,0.027027027027027,"PostDgraduate_certificate"
"192","9_graduate.course_or_degree","Student Issues: Interest in topic",0,13,0,55,0,"Graduate_course_or_degree"
"193","1_no_training_experience","Facilities: Access to equipment",1,18,5.55555555555556,103,0.00970873786407767,"No_Training"
"194","2_No_formal_training_self_taught","Facilities: Access to equipment",9,18,50,469,0.0191897654584222,"SelfDtaught"
"195","3_short_workshop","Facilities: Access to equipment",4,18,22.2222222222222,231,0.0173160173160173,"Short_workshops"
"196","4_some_undergraduate_courses","Facilities: Access to equipment",0,18,0,31,0,"Some_undergraduate_coursework"
"197","6_undergraduate_certificate","Facilities: Access to equipment",0,18,0,5,0,"Undergraduate_certificate"
"198","7_undergraduate_degree","Facilities: Access to equipment",0,18,0,10,0,"Undergraduate_degree"
"199","8_post_graduate_degree","Facilities: Access to equipment",4,18,22.2222222222222,148,0.027027027027027,"PostDgraduate_certificate"
"200","9_graduate.course_or_degree","Facilities: Access to equipment",0,18,0,55,0,"Graduate_course_or_degree"
"201","1_no_training_experience","Institutional: Inertia",1,3,33.3333333333333,103,0.00970873786407767,"No_Training"
"202","2_No_formal_training_self_taught","Institutional: Inertia",2,3,66.6666666666667,469,0.00426439232409382,"SelfDtaught"
"203","3_short_workshop","Institutional: Inertia",0,3,0,231,0,"Short_workshops"
"204","4_some_undergraduate_courses","Institutional: Inertia",0,3,0,31,0,"Some_undergraduate_coursework"
"205","6_undergraduate_certificate","Institutional: Inertia",0,3,0,5,0,"Undergraduate_certificate"
"206","7_undergraduate_degree","Institutional: Inertia",0,3,0,10,0,"Undergraduate_degree"
"207","8_post_graduate_degree","Institutional: Inertia",0,3,0,148,0,"PostDgraduate_certificate"
"208","9_graduate.course_or_degree","Institutional: Inertia",0,3,0,55,0,"Graduate_course_or_degree"
"209","1_no_training_experience","State Restrictions",0,2,0,103,0,"No_Training"
"210","2_No_formal_training_self_taught","State Restrictions",1,2,50,469,0.00213219616204691,"SelfDtaught"
"211","3_short_workshop","State Restrictions",0,2,0,231,0,"Short_workshops"
"212","4_some_undergraduate_courses","State Restrictions",0,2,0,31,0,"Some_undergraduate_coursework"
"213","6_undergraduate_certificate","State Restrictions",0,2,0,5,0,"Undergraduate_certificate"
"214","7_undergraduate_degree","State Restrictions",0,2,0,10,0,"Undergraduate_degree"
"215","8_post_graduate_degree","State Restrictions",0,2,0,148,0,"PostDgraduate_certificate"
"216","9_graduate.course_or_degree","State Restrictions",1,2,50,55,0.0181818181818182,"Graduate_course_or_degree"
"217","1_no_training_experience","Accreditation",0,1,0,103,0,"No_Training"
"218","2_No_formal_training_self_taught","Accreditation",1,1,100,469,0.00213219616204691,"SelfDtaught"
"219","3_short_workshop","Accreditation",0,1,0,231,0,"Short_workshops"
"220","4_some_undergraduate_courses","Accreditation",0,1,0,31,0,"Some_undergraduate_coursework"
"221","6_undergraduate_certificate","Accreditation",0,1,0,5,0,"Undergraduate_certificate"
"222","7_undergraduate_degree","Accreditation",0,1,0,10,0,"Undergraduate_degree"
"223","8_post_graduate_degree","Accreditation",0,1,0,148,0,"PostDgraduate_certificate"
"224","9_graduate.course_or_degree","Accreditation",0,1,0,55,0,"Graduate_course_or_degree"
