"","Var1","Var2","value"
"1","q06_Assoc_var_reduced.1.6.","q06_Faculty_issues_reduced",18
"2","q06_Bacca_var_reduced.1.6.","q06_Faculty_issues_reduced",78
"3","q06_Doc_var_reduced.1.6.","q06_Faculty_issues_reduced",52
"4","q06_Master_var_reduced.1.6.","q06_Faculty_issues_reduced",60
"5","chiValues","q06_Faculty_issues_reduced",0.000499750124937531
"6","q06_Assoc_var_reduced.1.6.","q06_Curriculum_issues_reduced",22
"7","q06_Bacca_var_reduced.1.6.","q06_Curriculum_issues_reduced",31
"8","q06_Doc_var_reduced.1.6.","q06_Curriculum_issues_reduced",31
"9","q06_Master_var_reduced.1.6.","q06_Curriculum_issues_reduced",27
"10","chiValues","q06_Curriculum_issues_reduced",0.594702648675662
"11","q06_Assoc_var_reduced.1.6.","q06_Student_issues_reduced",11
"12","q06_Bacca_var_reduced.1.6.","q06_Student_issues_reduced",17
"13","q06_Doc_var_reduced.1.6.","q06_Student_issues_reduced",14
"14","q06_Master_var_reduced.1.6.","q06_Student_issues_reduced",15
"15","chiValues","q06_Student_issues_reduced",0.748625687156422
"16","q06_Assoc_var_reduced.1.6.","q06_Institutional_issues_reduced",8
"17","q06_Bacca_var_reduced.1.6.","q06_Institutional_issues_reduced",12
"18","q06_Doc_var_reduced.1.6.","q06_Institutional_issues_reduced",9
"19","q06_Master_var_reduced.1.6.","q06_Institutional_issues_reduced",11
"20","chiValues","q06_Institutional_issues_reduced",0.827586206896552
"21","q06_Assoc_var_reduced.1.6.","q06_Resource_issues_reduced",10
"22","q06_Bacca_var_reduced.1.6.","q06_Resource_issues_reduced",9
"23","q06_Doc_var_reduced.1.6.","q06_Resource_issues_reduced",6
"24","q06_Master_var_reduced.1.6.","q06_Resource_issues_reduced",9
"25","chiValues","q06_Resource_issues_reduced",0.847576211894053
"26","q06_Assoc_var_reduced.1.6.","q06_Facilities_issues_reduced",2
"27","q06_Bacca_var_reduced.1.6.","q06_Facilities_issues_reduced",7
"28","q06_Doc_var_reduced.1.6.","q06_Facilities_issues_reduced",2
"29","q06_Master_var_reduced.1.6.","q06_Facilities_issues_reduced",9
"30","chiValues","q06_Facilities_issues_reduced",0.0619690154922539
