"","Var1","Var2","value","summed_score","percentage","responses","proportion","nice_names"
"62","1980-1989","Institutional Issues: Access to IT support",19,122,15.5737704918033,190,0.1,"K1980D1989"
"63","1990-1999","Institutional Issues: Access to IT support",26,122,21.3114754098361,284,0.0915492957746479,"K1990D1999"
"64","2000-2010","Institutional Issues: Access to IT support",53,122,43.4426229508197,345,0.153623188405797,"K2000D2010"
"65","2010-2016","Institutional Issues: Access to IT support",21,122,17.2131147540984,149,0.140939597315436,"K2010D2016"
"66","1970-1979","Institutional Issues: Subscriptions/licenses",0,3,0,51,0,"K1970D1979"
"67","1980-1989","Institutional Issues: Subscriptions/licenses",0,3,0,190,0,"K1980D1989"
"68","1990-1999","Institutional Issues: Subscriptions/licenses",1,3,33.3333333333333,284,0.00352112676056338,"K1990D1999"
"69","2000-2010","Institutional Issues: Subscriptions/licenses",2,3,66.6666666666667,345,0.00579710144927536,"K2000D2010"
"70","2010-2016","Institutional Issues: Subscriptions/licenses",0,3,0,149,0,"K2010D2016"
"71","1970-1979","Institutional Issues: No support from comp-sci faculty",1,4,25,51,0.0196078431372549,"K1970D1979"
"72","1980-1989","Institutional Issues: No support from comp-sci faculty",0,4,0,190,0,"K1980D1989"
"73","1990-1999","Institutional Issues: No support from comp-sci faculty",2,4,50,284,0.00704225352112676,"K1990D1999"
"74","2000-2010","Institutional Issues: No support from comp-sci faculty",0,4,0,345,0,"K2000D2010"
"75","2010-2016","Institutional Issues: No support from comp-sci faculty",1,4,25,149,0.00671140939597315,"K2010D2016"
"76","1970-1979","Student Issues: Access to software off-campus",0,10,0,51,0,"K1970D1979"
"77","1980-1989","Student Issues: Access to software off-campus",1,10,10,190,0.00526315789473684,"K1980D1989"
"78","1990-1999","Student Issues: Access to software off-campus",2,10,20,284,0.00704225352112676,"K1990D1999"
"79","2000-2010","Student Issues: Access to software off-campus",3,10,30,345,0.00869565217391304,"K2000D2010"
"80","2010-2016","Student Issues: Access to software off-campus",4,10,40,149,0.0268456375838926,"K2010D2016"
"81","1970-1979","Student Issues: Basic computing knowledge",0,4,0,51,0,"K1970D1979"
"82","1980-1989","Student Issues: Basic computing knowledge",1,4,25,190,0.00526315789473684,"K1980D1989"
"83","1990-1999","Student Issues: Basic computing knowledge",1,4,25,284,0.00352112676056338,"K1990D1999"
"84","2000-2010","Student Issues: Basic computing knowledge",0,4,0,345,0,"K2000D2010"
"85","2010-2016","Student Issues: Basic computing knowledge",2,4,50,149,0.0134228187919463,"K2010D2016"
"86","1970-1979","Student Issues: Access to computers Off-campus",0,12,0,51,0,"K1970D1979"
"87","1980-1989","Student Issues: Access to computers Off-campus",1,12,8.33333333333333,190,0.00526315789473684,"K1980D1989"
"88","1990-1999","Student Issues: Access to computers Off-campus",1,12,8.33333333333333,284,0.00352112676056338,"K1990D1999"
"89","2000-2010","Student Issues: Access to computers Off-campus",5,12,41.6666666666667,345,0.0144927536231884,"K2000D2010"
"90","2010-2016","Student Issues: Access to computers Off-campus",5,12,41.6666666666667,149,0.0335570469798658,"K2010D2016"
"91","1970-1979","Student Issues: No interest in bioinformatics",0,0,NA,51,0,"K1970D1979"
"92","1980-1989","Student Issues: No interest in bioinformatics",0,0,NA,190,0,"K1980D1989"
"93","1990-1999","Student Issues: No interest in bioinformatics",0,0,NA,284,0,"K1990D1999"
"94","2000-2010","Student Issues: No interest in bioinformatics",0,0,NA,345,0,"K2000D2010"
"95","2010-2016","Student Issues: No interest in bioinformatics",0,0,NA,149,0,"K2010D2016"
"96","1970-1979","Curriculum Issues: New program development required",0,4,0,51,0,"K1970D1979"
"97","1980-1989","Curriculum Issues: New program development required",1,4,25,190,0.00526315789473684,"K1980D1989"
"98","1990-1999","Curriculum Issues: New program development required",2,4,50,284,0.00704225352112676,"K1990D1999"
"99","2000-2010","Curriculum Issues: New program development required",1,4,25,345,0.00289855072463768,"K2000D2010"
"100","2010-2016","Curriculum Issues: New program development required",0,4,0,149,0,"K2010D2016"
"101","1970-1979","Curriculum Issues: Class size",0,3,0,51,0,"K1970D1979"
"102","1980-1989","Curriculum Issues: Class size",0,3,0,190,0,"K1980D1989"
"103","1990-1999","Curriculum Issues: Class size",0,3,0,284,0,"K1990D1999"
"104","2000-2010","Curriculum Issues: Class size",2,3,66.6666666666667,345,0.00579710144927536,"K2000D2010"
"105","2010-2016","Curriculum Issues: Class size",1,3,33.3333333333333,149,0.00671140939597315,"K2010D2016"
"106","1970-1979","Curriculum Issues: Access to bioinformatics lesson plans",0,2,0,51,0,"K1970D1979"
"107","1980-1989","Curriculum Issues: Access to bioinformatics lesson plans",1,2,50,190,0.00526315789473684,"K1980D1989"
"108","1990-1999","Curriculum Issues: Access to bioinformatics lesson plans",1,2,50,284,0.00352112676056338,"K1990D1999"
"109","2000-2010","Curriculum Issues: Access to bioinformatics lesson plans",0,2,0,345,0,"K2000D2010"
"110","2010-2016","Curriculum Issues: Access to bioinformatics lesson plans",0,2,0,149,0,"K2010D2016"
