"","Var1","Freq","percentage","percentage_of_total_N","question"
"1","1_No training/experience",79,0.156126482213439,0.0641754670999188,"Q3 Level of Training_38.filter"
"2","2_No formal training (self-taught)",225,0.444664031620553,0.182778229082047,"Q3 Level of Training_38.filter"
"3","3_Short workshop/bootcamp",94,0.185770750988142,0.0763606823720552,"Q3 Level of Training_38.filter"
"4","4_Some undergraduate courses",18,0.0355731225296443,0.0146222583265638,"Q3 Level of Training_38.filter"
"5","6_Undergraduate certificate",4,0.00790513833992095,0.00324939073923639,"Q3 Level of Training_38.filter"
"6","7_Undergraduate degree",2,0.00395256916996047,0.0016246953696182,"Q3 Level of Training_38.filter"
"7","8_Post-graduate certificate",70,0.138339920948617,0.0568643379366369,"Q3 Level of Training_38.filter"
"8","9_Graduate course	Graduate degree",14,0.0276679841897233,0.0113728675873274,"Q3 Level of Training_38.filter"
