"","Var1","Freq","percentage","percentage_of_total_N","question"
"1","B.S. Degree",5,0.00988142292490119,0.00406173842404549,"Q17 Highest Degree_38.filter"
"2","M.S. Degree",81,0.160079051383399,0.065800162469537,"Q17 Highest Degree_38.filter"
"3","Other Degree",4,0.00790513833992095,0.00324939073923639,"Q17 Highest Degree_38.filter"
"4","PhD",412,0.814229249011858,0.334687246141348,"Q17 Highest Degree_38.filter"
"5","Professional Degree",4,0.00790513833992095,0.00324939073923639,"Q17 Highest Degree_38.filter"
