"","Var1","Freq","percentage","percentage_of_total_N","question"
"1","1970-1979",51,0.0498533724340176,0.041429731925264,"Q18 bin degree"
"2","1980-1989",190,0.185728250244379,0.154346060113729,"Q18 bin degree"
"3","1990-1999",284,0.27761485826002,0.230706742485784,"Q18 bin degree"
"4","2000-2010",345,0.337243401759531,0.280259951259139,"Q18 bin degree"
"5","2010-2016",149,0.145650048875855,0.121039805036556,"Q18 bin degree"
"6","Before 1970",4,0.00391006842619746,0.00324939073923639,"Q18 bin degree"
