Var1,Var2,value,summed_score,percentage,responses,proportion,nice_names,positive_scored_response,null_scored_response,prop_test_chi_pvalue,proportion_error,ymax,ymin
No Training,Faculty Issues: Expertise/training,18.0,146.0,12.32876712328767,103.0,0.17475728155339806,No_Training,18.0,85.0,0.005661578590288572,0.07333950415189268,0.18757389392945698,0.16194066917733915
Self Taught,Faculty Issues: Expertise/training,65.0,146.0,44.52054794520548,469.0,0.13859275053304904,SelfDTaught,65.0,404.0,0.005661578590288572,0.031270598094823646,0.14292662873382417,0.1342588723322739
Workshops and Bootcamps,Faculty Issues: Expertise/training,43.0,146.0,29.45205479452055,231.0,0.18614718614718614,Workshops_and_Bootcamps,43.0,188.0,0.005661578590288572,0.05019301383100926,0.1954904744360753,0.17680389785829698
Formal Training,Faculty Issues: Expertise/training,20.0,146.0,13.698630136986301,249.0,0.08032128514056225,Formal_Training,20.0,229.0,0.005661578590288572,0.03375839647016777,0.08303280292933074,0.07760976735179376
