"","Var1","Var2","value","summed_score","percentage","proportion"
"59","Q30_scored_sub_Master.1.22.","Q29.30_Faculty...No.Expertise.Training",7,27,25.9259259259259,0.0343137254901961
"60","Q30_scored_sub_Doc.1.22.","Q29.30_Faculty...No.Expertise.Training",3,27,11.1111111111111,0.00837988826815642
"61","Q30_scored_sub_Assoc.1.22.","Q29.30_Resources...Approp..Software",13,41,31.7073170731707,0.0738636363636364
"62","Q30_scored_sub_Bacca.1.22.","Q29.30_Resources...Approp..Software",9,41,21.9512195121951,0.0394736842105263
"63","Q30_scored_sub_Master.1.22.","Q29.30_Resources...Approp..Software",13,41,31.7073170731707,0.0637254901960784
"64","Q30_scored_sub_Doc.1.22.","Q29.30_Resources...Approp..Software",6,41,14.6341463414634,0.0167597765363128
"65","Q30_scored_sub_Assoc.1.22.","Q29.30_Resources...Operating.System.Availability.Issues",6,50,12,0.0340909090909091
"66","Q30_scored_sub_Bacca.1.22.","Q29.30_Resources...Operating.System.Availability.Issues",17,50,34,0.0745614035087719
"67","Q30_scored_sub_Master.1.22.","Q29.30_Resources...Operating.System.Availability.Issues",15,50,30,0.0735294117647059
"68","Q30_scored_sub_Doc.1.22.","Q29.30_Resources...Operating.System.Availability.Issues",12,50,24,0.0335195530726257
"69","Q30_scored_sub_Assoc.1.22.","Q29.30_Resources...no.high.performance.systems.available",13,63,20.6349206349206,0.0738636363636364
"70","Q30_scored_sub_Bacca.1.22.","Q29.30_Resources...no.high.performance.systems.available",28,63,44.4444444444444,0.12280701754386
"71","Q30_scored_sub_Master.1.22.","Q29.30_Resources...no.high.performance.systems.available",15,63,23.8095238095238,0.0735294117647059
"72","Q30_scored_sub_Doc.1.22.","Q29.30_Resources...no.high.performance.systems.available",7,63,11.1111111111111,0.0195530726256983
"73","Q30_scored_sub_Assoc.1.22.","Q29.30_Inst.Dept.Support...No.IT.support",26,116,22.4137931034483,0.147727272727273
"74","Q30_scored_sub_Bacca.1.22.","Q29.30_Inst.Dept.Support...No.IT.support",45,116,38.7931034482759,0.197368421052632
"75","Q30_scored_sub_Master.1.22.","Q29.30_Inst.Dept.Support...No.IT.support",32,116,27.5862068965517,0.156862745098039
"76","Q30_scored_sub_Doc.1.22.","Q29.30_Inst.Dept.Support...No.IT.support",13,116,11.2068965517241,0.0363128491620112
"77","Q30_scored_sub_Assoc.1.22.","Q29.30_Facilities...Computer.Labs.limited.or.not.available",37,154,24.025974025974,0.210227272727273
"78","Q30_scored_sub_Bacca.1.22.","Q29.30_Facilities...Computer.Labs.limited.or.not.available",41,154,26.6233766233766,0.179824561403509
"79","Q30_scored_sub_Master.1.22.","Q29.30_Facilities...Computer.Labs.limited.or.not.available",34,154,22.0779220779221,0.166666666666667
"80","Q30_scored_sub_Doc.1.22.","Q29.30_Facilities...Computer.Labs.limited.or.not.available",42,154,27.2727272727273,0.11731843575419
