"","Var1","Var2","value"
"1","chiValues","Q29.30_Resources...no.high.performance.systems.available",0.00249875062468766
"2","chiValues","Q29.30_Inst.Dept.Support...No.IT.support",0.000999500249875062
"3","chiValues","Q29.30_Student.Issues...No.access.to.computers.at.home",0.0409795102448776
