ID,Q57,Q1,Q14,Q17,Q3,Q21,Q22,Region,Division,Q29,Q30,36,28,8,2,1,189,163,26,12,15,147,54,45,68,22,134,129,3,4,20,10,6,12,1,8,4,3,2,,,,,,,,,,,,,,,,,,,,,,,
ID,Please select the statement belOw that best describes yOu.,Please select the statement belOw that best describes yOur current teaching Of biOinfOrmatics cOn...,Sex,"Highest earned degree. If ""other,"" please explain.",Which of the following best describes your level of bioinformatics training?,What is the Carnegie classification of your institution?,Is your institution classified as minority-serving?,Region,Division,"At your current institution, do you face any technical barriers in teaching bioinformatics, e.g.,...",Optional: Please describe.,Faculty Issues - General,Faculty - No Expertise/Training,Faculty - Time,Faculty - not interested in topic,Faculty - no computer sci Faculty,Facilities - General,Facilities - Computer Labs limited or not available,Facilities - Computers are too old /inadequate,Facilities - Servers,Facilities - Internet Access Limited,Resources - General,Resources - Operating System Availability/Issues,Resources - Approp. Software,Resources - no high performance systems available,Resources - Funding,Inst/Dept Support - General,Inst/Dept Support - No IT support,Inst/Dept Support - No Sub to Pay-site Databases,Inst/Dept Support - Comp Sci Dept Will not support Bioinf,Student Issues - General,Student Issues - Access to Approp Software off campus,Student Issues - Basic Computing Knowledge,Student Issues - No access to computers at home,Student Issues - No interest in Bioinf,Curriculum Issues - General,Curriculum - Need to Develop new program,Curriculum Class Size too large,Curriculum - Access to developed Bioinf Lesson Plans/Bioinf Curric,,,,,,,,,,,,,,,,,,,,,,,
715,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,1,3,1,4,2,3,1,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,2,3,1,4,3,1,2,SO,7,1,"We don't have IT support of that kind, we have lots of connectivity problems",,,,,,1,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,2,2,2,4,2,1,3,SO,7,1,"High performance computing and software.  I use NCBI's and other's resources, but there are some commercial tools that might make teaching easier?",,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,2,3,2,4,3,1,3,NE,2,1,Technical support,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,2,3,2,2,8,1,1,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,#NULL!,#NULL!,1,2,8,1,1,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,1,2,1,4,2,2,2,NE,1,1,One Mac lab available on campus with only 12 seats. Planned renovations to science complex will include larger Mac lab for instruction.,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,1,3,2,4,2,2,2,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,1,3,1,4,1,2,1,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,#NULL!,#NULL!,2,4,2,3,1,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,1,4,2,4,1,4,3,MW,4,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,1,1,2,4,3,2,2,MW,4,1,"Finding someone who has the interest, expertise and willingness to teach bioinformatics courses.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,1,3,1,4,8,2,3,MW,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,1,4,1,4,2,4,2,WE,9,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,1,3,2,4,7,2,2,NA,NA,1,We basicallt have PCs and it's a challenge to get the appropriate software loaded and supported.  And it's tought to get the control over the software.  IT always wants to limit access,,,,,,,,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,1,3,2,4,2,3,3,SO,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,1,3,2,4,8,4,2,NE,2,1,Computing support,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,1,3,2,4,2,3,1,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,1,2,2,4,3,3,2,MW,3,1,Faculty computers are denied administration right so cannot install software.  Faculty are prohibited from installing Linux on computers.  Computer contain insufficient memory and are prohibited from adding memory to their computer.  Poor bandwidth.,,,,,,1,,1,,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,8,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,1,3,2,4,2,2,2,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,1,3,2,4,2,2,3,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,2,3,2,4,2,1,1,MW,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,1,3,1,4,2,4,2,WE,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,1,2,2,4,7,2,3,MW,4,1,access to high performance computing (no$ for such high-end computers) and our IT is not versed in these kinds of programs.,,,,,,,,,,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,#NULL!,#NULL!,2,4,1,2,1,SO,7,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,#NULL!,#NULL!,2,4,3,3,1,SO,7,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,1,3,2,4,1,4,3,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,1,4,2,4,2,4,2,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,1,2,3,4,2,2,3,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,1,1,2,4,3,2,2,NE,2,1,We have a dedicated bioinformatics server. But it frequently has problems (it is currently down) and it is not always easy to get the necessary IT support.,,,,,,1,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,2,3,1,2,8,1,3,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,1,4,2,4,1,5,3,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,1,3,1,4,1,2,2,MW,4,1,We have neither access to nor support for nearly any of the programs listed above.,,,,,,1,1,,,,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,1,3,3,4,3,2,3,NE,2,1,All that you listed above,,,,,,1,1,,,,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,2,3,1,4,3,1,1,WE,9,1,Enough computer access for all students.  IT support,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,2,3,1,2,1,1,1,WE,9,1,We don't have sophisticated lab or computer equipment at a community college. I'm not sure that we need that for lower division biology education.,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,1,2,1,4,3,2,1,WE,9,1,"computer labs, it support, access to servers.",,,,,,1,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,1,1,2,4,2,3,1,WE,9,1,Getting tech to work for class is extremely difficult. Hard to synchronize students' personal computers and school computers. Need to do that if you are going to assign classwork outside of the course.,,,,,,,,,,,1,1,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,2,2,1,2,8,1,3,WE,9,1,"it is really difficult to get permission and support to download programs, buy programs etc. I can't even convince my IT department to let me download a basic phylogenetics program in the computer lab. They are worried about security and lack of personnel Incredibly frustrating!!!",,,,,,,,,,,1,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,2,2,1,2,2,1,1,MW,4,1,limited funds for software purchases,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,2,3,1,2,2,1,1,SO,7,1,"Access to high performance computing for teaching, IT support for software packages",,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,2,3,1,2,3,1,1,WE,9,1,We have laptops for students but they are not high perform computing and our network is not that fast on campus.,,,,,,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,1,3,2,4,2,5,3,MW,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,1,2,2,4,2,2,1,MW,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,1,3,1,4,2,2,2,MW,3,1,"access to programs, operating systemsIT supportlack of interest with Math/Computer Science colleagues in cooperatingfunding for development and personel",,,,,,,,,,,1,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,1,3,1,4,8,3,2,MW,3,1,"We have none of those things, except some computer labs.",,,,,,,,,,,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,2,2,1,4,3,1,1,NE,2,1,Availability of computers and internet speed.,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,1,2,1,4,3,3,1,SO,7,1,"Lack of expertise in using most of the above programs.  Current curriculum uses BLAST, KEGG, NCBI database in student activities.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,1,3,2,4,8,2,3,SO,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,1,3,2,4,2,3,1,WE,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,1,3,2,4,1,3,1,WE,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,1,2,2,4,8,2,2,WE,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,1,3,1,4,3,2,1,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,1,1,2,4,2,2,1,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,1,3,1,4,2,2,1,NE,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,2,3,1,2,3,1,3,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,1,2,1,4,3,2,1,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,2,3,1,4,8,1,1,SO,5,1,Very poor access to computational resources.,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,2,3,2,4,8,1,1,SO,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,1,2,2,4,3,2,3,SO,7,1,No access to high performance computing,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,1,3,1,4,2,2,3,MW,4,1,"We do not have computers in our wet labs, so building in bioinformatics activities requires reserving computer labs, which can be difficult and prevents us from combining wet lab activities with computational activities.There is NO support for Linux O at my institution, and in fact seems to be actively against this OS.  Only Windows and Mac can be used.  We do not have any computer clusters that I'm aware of and only have marginally powerful desktops, so processing and performance might be an issue (amittedly, not much of one in short teaching exercises).",,,,,,1,1,,,,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,1,3,2,4,3,2,3,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,1,1,2,4,8,5,1,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,1,3,3,4,4,3,2,MW,3,1,Our institution's IT service is not always the best,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,1,2,2,4,2,2,3,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,2,3,1,3,1,1,3,SO,5,1,Access to a computer lab,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,8,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,1,2,2,4,2,2,3,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,2,3,2,2,1,1,1,MW,3,1,"Resources are very limited.  We can check out laptops for our students for class work, but software is limited.  Some of our students do not even own computers.",,,,,,1,1,,,,1,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,2,2,1,4,8,1,3,SO,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,2,3,1,2,2,1,3,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,2,3,2,2,2,1,3,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,2,3,1,2,9,1,3,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,1,2,1,4,2,2,2,WE,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,3,#NULL!,1,2,8,#NULL!,#NULL!,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,1,3,1,4,3,2,2,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,2,3,1,4,9,1,1,SO,5,1,access to hpc,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,1,4,1,1,8,4,2,NA,NA,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,2,3,1,4,2,1,1,WE,9,1,"access to high performance teachingIT supportproperly trained educators",1,1,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,1,3,1,4,2,3,3,SO,7,1,IT support,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,1,3,1,4,3,3,1,NE,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,1,3,3,4,6,2,3,MW,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,1,3,1,4,1,2,3,MW,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,1,1,2,4,3,2,2,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,1,3,1,4,2,3,2,SO,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,2,3,1,4,1,1,1,SO,7,1,We have some computer labs but we have gone to bring your own device. So we are limited. IT can be temperamental esp with needs outside of common demand.,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,2,3,1,2,3,1,1,SO,7,1,The technical barriers can be overcome with justification.,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,1,3,1,4,8,5,1,WE,8,1,IT support is not very good so we have problems trying to get software installed and/or kept updated,,,,,,,,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,1,3,1,4,1,5,2,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,2,3,1,4,2,1,1,WE,9,1,"computer lab availability during class time, software",,,,,,1,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,2,3,2,2,8,1,1,WE,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,1,1,1,4,3,2,2,NE,1,1,"no real IT support, no teaching support (TAs and the like) - hard for one person to run around the computer lab and help everybody!",,,,,,,,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,2,2,2,2,8,1,3,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,1,1,2,4,2,2,3,SO,5,1,Computer lab only holds 13 students at a time. Not every student has a laptop....,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,1,3,2,4,2,4,1,SO,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,2,3,1,4,1,1,1,WE,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,1,2,2,4,8,5,2,SO,5,1,Students are not required to have a particular OS or even a laptop.,,,,,,,,,,,1,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,1,1,1,4,2,2,3,NE,2,1,"Our IT department does not let us install or regulate anything on our computers, so we cannot control the programs as I would like.",,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,3,#NULL!,1,4,8,#NULL!,#NULL!,NA,NA,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,1,3,3,4,2,3,2,NE,2,1,Severe shortage of computer labs,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,1,2,1,4,3,4,2,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,1,3,2,4,8,3,3,WE,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,2,3,1,4,2,1,3,MW,3,1,"Many of the examples you listed above, access to high performance computers and different operating systems, and IT support.",,,,,,1,1,,,,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,1,3,1,4,2,3,2,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,2,3,2,4,1,1,3,SO,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,1,4,2,4,2,4,2,WE,9,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,1,1,1,4,2,2,3,SO,6,1,access to high performance computing,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,1,2,2,4,3,2,2,WE,9,1,No Linux cluster with maintenance for Bioinfo,,,,,,1,,,1,,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,2,3,2,2,3,1,1,WE,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,2,2,2,4,9,1,1,WE,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,2,3,1,4,1,1,1,WE,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,2,3,1,2,8,1,1,WE,9,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,1,2,1,4,3,2,1,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,2,2,2,4,2,1,1,WE,9,1,More computer access and support for Mac environment.,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,2,2,1,2,8,1,1,MW,3,1,"Many online tools are nonfunctional as the websites are not ""secure"" by our firewall's standards.",,,,,,,,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,1,3,1,4,2,3,3,SO,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,1,3,1,4,2,#NULL!,#NULL!,SO,6,1,Access to high performance computing for teaching and IT support,,,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,1,2,1,4,4,3,3,SO,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,1,2,2,4,2,2,2,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,1,3,1,4,3,2,3,NE,2,1,Computer labs,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,1,2,2,4,8,4,2,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,1,2,2,4,3,3,2,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
