"","Var1","Var2","value"
"1","chiValues","q33_Faculty_issues_reduced",0.0219890054972514
"2","chiValues","q33_Student_issues_reduced",0.000499750124937531
"3","chiValues","q33_Curriculum_issues_reduced",0.00149925037481259
"4","chiValues","q33_Institutional_issues_reduced",0.0144927536231884
