"","Var1","Var2","value","summed_score","percentage","responses","proportion","nice_names"
"56","self.taught","Faculities Issues: Inadaquate computers",5,6,83.3333333333333,469,0.0106609808102345,"Graduate.course.or.degree"
"57","1_no.training.experience","Resource Issues: Access to software",1,49,2.04081632653061,103,0.00970873786407767,"No.Training"
"58","3_short.workshop","Resource Issues: Access to software",10,49,20.4081632653061,231,0.0432900432900433,"Self.taught"
"59","4_some.undergraduate.courses","Resource Issues: Access to software",2,49,4.08163265306122,31,0.0645161290322581,"Short.workshops"
"60","6_undergraduate.certificate","Resource Issues: Access to software",0,49,0,5,0,"Some.undergraduate.coursework"
"61","7_undergraduate.degree","Resource Issues: Access to software",0,49,0,10,0,"Undergraduate.certificate"
"62","8_post.graduate.degree","Resource Issues: Access to software",7,49,14.2857142857143,148,0.0472972972972973,"Undergraduate.degree"
"63","9_graduate.course.or.degree","Resource Issues: Access to software",2,49,4.08163265306122,55,0.0363636363636364,"Post.graduate.certificate"
"64","self.taught","Resource Issues: Access to software",27,49,55.1020408163265,469,0.0575692963752665,"Graduate.course.or.degree"
"65","1_no.training.experience","Resource Issues: Funding",2,28,7.14285714285714,103,0.0194174757281553,"No.Training"
"66","3_short.workshop","Resource Issues: Funding",8,28,28.5714285714286,231,0.0346320346320346,"Self.taught"
"67","4_some.undergraduate.courses","Resource Issues: Funding",1,28,3.57142857142857,31,0.032258064516129,"Short.workshops"
"68","6_undergraduate.certificate","Resource Issues: Funding",0,28,0,5,0,"Some.undergraduate.coursework"
"69","7_undergraduate.degree","Resource Issues: Funding",0,28,0,10,0,"Undergraduate.certificate"
"70","8_post.graduate.degree","Resource Issues: Funding",2,28,7.14285714285714,148,0.0135135135135135,"Undergraduate.degree"
"71","9_graduate.course.or.degree","Resource Issues: Funding",1,28,3.57142857142857,55,0.0181818181818182,"Post.graduate.certificate"
"72","self.taught","Resource Issues: Funding",14,28,50,469,0.0298507462686567,"Graduate.course.or.degree"
"73","1_no.training.experience","Resource Issues: Software/license fees",0,7,0,103,0,"No.Training"
"74","3_short.workshop","Resource Issues: Software/license fees",1,7,14.2857142857143,231,0.00432900432900433,"Self.taught"
"75","4_some.undergraduate.courses","Resource Issues: Software/license fees",0,7,0,31,0,"Short.workshops"
"76","6_undergraduate.certificate","Resource Issues: Software/license fees",0,7,0,5,0,"Some.undergraduate.coursework"
"77","7_undergraduate.degree","Resource Issues: Software/license fees",0,7,0,10,0,"Undergraduate.certificate"
"78","8_post.graduate.degree","Resource Issues: Software/license fees",0,7,0,148,0,"Undergraduate.degree"
"79","9_graduate.course.or.degree","Resource Issues: Software/license fees",0,7,0,55,0,"Post.graduate.certificate"
"80","self.taught","Resource Issues: Software/license fees",6,7,85.7142857142857,469,0.0127931769722814,"Graduate.course.or.degree"
"81","1_no.training.experience","Student Issues: Lack of background skills/knowledge",20,202,9.9009900990099,103,0.194174757281553,"No.Training"
"82","3_short.workshop","Student Issues: Lack of background skills/knowledge",42,202,20.7920792079208,231,0.181818181818182,"Self.taught"
"83","4_some.undergraduate.courses","Student Issues: Lack of background skills/knowledge",3,202,1.48514851485149,31,0.0967741935483871,"Short.workshops"
"84","6_undergraduate.certificate","Student Issues: Lack of background skills/knowledge",0,202,0,5,0,"Some.undergraduate.coursework"
"85","7_undergraduate.degree","Student Issues: Lack of background skills/knowledge",3,202,1.48514851485149,10,0.3,"Undergraduate.certificate"
"86","8_post.graduate.degree","Student Issues: Lack of background skills/knowledge",31,202,15.3465346534653,148,0.209459459459459,"Undergraduate.degree"
"87","9_graduate.course.or.degree","Student Issues: Lack of background skills/knowledge",13,202,6.43564356435644,55,0.236363636363636,"Post.graduate.certificate"
"88","self.taught","Student Issues: Lack of background skills/knowledge",90,202,44.5544554455446,469,0.191897654584222,"Graduate.course.or.degree"
"89","1_no.training.experience","Student Issues: Lack of interest",4,102,3.92156862745098,103,0.0388349514563107,"No.Training"
"90","3_short.workshop","Student Issues: Lack of interest",28,102,27.4509803921569,231,0.121212121212121,"Self.taught"
"91","4_some.undergraduate.courses","Student Issues: Lack of interest",3,102,2.94117647058824,31,0.0967741935483871,"Short.workshops"
"92","6_undergraduate.certificate","Student Issues: Lack of interest",1,102,0.980392156862745,5,0.2,"Some.undergraduate.coursework"
"93","7_undergraduate.degree","Student Issues: Lack of interest",2,102,1.96078431372549,10,0.2,"Undergraduate.certificate"
"94","8_post.graduate.degree","Student Issues: Lack of interest",15,102,14.7058823529412,148,0.101351351351351,"Undergraduate.degree"
"95","9_graduate.course.or.degree","Student Issues: Lack of interest",7,102,6.86274509803922,55,0.127272727272727,"Post.graduate.certificate"
"96","self.taught","Student Issues: Lack of interest",42,102,41.1764705882353,469,0.0895522388059701,"Graduate.course.or.degree"
"97","1_no.training.experience","Student Issues: Intimidated by topic",1,33,3.03030303030303,103,0.00970873786407767,"No.Training"
"98","3_short.workshop","Student Issues: Intimidated by topic",4,33,12.1212121212121,231,0.0173160173160173,"Self.taught"
"99","4_some.undergraduate.courses","Student Issues: Intimidated by topic",0,33,0,31,0,"Short.workshops"
"100","6_undergraduate.certificate","Student Issues: Intimidated by topic",0,33,0,5,0,"Some.undergraduate.coursework"
"101","7_undergraduate.degree","Student Issues: Intimidated by topic",0,33,0,10,0,"Undergraduate.certificate"
"102","8_post.graduate.degree","Student Issues: Intimidated by topic",5,33,15.1515151515152,148,0.0337837837837838,"Undergraduate.degree"
"103","9_graduate.course.or.degree","Student Issues: Intimidated by topic",3,33,9.09090909090909,55,0.0545454545454545,"Post.graduate.certificate"
"104","self.taught","Student Issues: Intimidated by topic",20,33,60.6060606060606,469,0.0426439232409382,"Graduate.course.or.degree"
"105","1_no.training.experience","Student Issues: Varying student backrounds",2,22,9.09090909090909,103,0.0194174757281553,"No.Training"
"106","3_short.workshop","Student Issues: Varying student backrounds",6,22,27.2727272727273,231,0.025974025974026,"Self.taught"
"107","4_some.undergraduate.courses","Student Issues: Varying student backrounds",1,22,4.54545454545455,31,0.032258064516129,"Short.workshops"
"108","6_undergraduate.certificate","Student Issues: Varying student backrounds",0,22,0,5,0,"Some.undergraduate.coursework"
"109","7_undergraduate.degree","Student Issues: Varying student backrounds",0,22,0,10,0,"Undergraduate.certificate"
"110","8_post.graduate.degree","Student Issues: Varying student backrounds",4,22,18.1818181818182,148,0.027027027027027,"Undergraduate.degree"
"111","9_graduate.course.or.degree","Student Issues: Varying student backrounds",2,22,9.09090909090909,55,0.0363636363636364,"Post.graduate.certificate"
"112","self.taught","Student Issues: Varying student backrounds",7,22,31.8181818181818,469,0.0149253731343284,"Graduate.course.or.degree"
"113","1_no.training.experience","Student Issues: Lack of basic computing skills",0,17,0,103,0,"No.Training"
"114","3_short.workshop","Student Issues: Lack of basic computing skills",2,17,11.7647058823529,231,0.00865800865800866,"Self.taught"
"115","4_some.undergraduate.courses","Student Issues: Lack of basic computing skills",0,17,0,31,0,"Short.workshops"
"116","6_undergraduate.certificate","Student Issues: Lack of basic computing skills",0,17,0,5,0,"Some.undergraduate.coursework"
"117","7_undergraduate.degree","Student Issues: Lack of basic computing skills",0,17,0,10,0,"Undergraduate.certificate"
"118","8_post.graduate.degree","Student Issues: Lack of basic computing skills",1,17,5.88235294117647,148,0.00675675675675676,"Undergraduate.degree"
"119","9_graduate.course.or.degree","Student Issues: Lack of basic computing skills",0,17,0,55,0,"Post.graduate.certificate"
"120","self.taught","Student Issues: Lack of basic computing skills",14,17,82.3529411764706,469,0.0298507462686567,"Graduate.course.or.degree"
"121","1_no.training.experience","Student Issues: Career prospects",0,7,0,103,0,"No.Training"
"122","3_short.workshop","Student Issues: Career prospects",2,7,28.5714285714286,231,0.00865800865800866,"Self.taught"
"123","4_some.undergraduate.courses","Student Issues: Career prospects",1,7,14.2857142857143,31,0.032258064516129,"Short.workshops"
"124","6_undergraduate.certificate","Student Issues: Career prospects",0,7,0,5,0,"Some.undergraduate.coursework"
"125","7_undergraduate.degree","Student Issues: Career prospects",0,7,0,10,0,"Undergraduate.certificate"
"126","8_post.graduate.degree","Student Issues: Career prospects",1,7,14.2857142857143,148,0.00675675675675676,"Undergraduate.degree"
"127","9_graduate.course.or.degree","Student Issues: Career prospects",1,7,14.2857142857143,55,0.0181818181818182,"Post.graduate.certificate"
"128","self.taught","Student Issues: Career prospects",2,7,28.5714285714286,469,0.00426439232409382,"Graduate.course.or.degree"
"129","1_no.training.experience","Curriculum Issues: Lack of integration",9,85,10.5882352941176,103,0.087378640776699,"No.Training"
"130","3_short.workshop","Curriculum Issues: Lack of integration",24,85,28.2352941176471,231,0.103896103896104,"Self.taught"
"131","4_some.undergraduate.courses","Curriculum Issues: Lack of integration",2,85,2.35294117647059,31,0.0645161290322581,"Short.workshops"
"132","6_undergraduate.certificate","Curriculum Issues: Lack of integration",1,85,1.17647058823529,5,0.2,"Some.undergraduate.coursework"
"133","7_undergraduate.degree","Curriculum Issues: Lack of integration",0,85,0,10,0,"Undergraduate.certificate"
"134","8_post.graduate.degree","Curriculum Issues: Lack of integration",10,85,11.7647058823529,148,0.0675675675675676,"Undergraduate.degree"
"135","9_graduate.course.or.degree","Curriculum Issues: Lack of integration",6,85,7.05882352941176,55,0.109090909090909,"Post.graduate.certificate"
"136","self.taught","Curriculum Issues: Lack of integration",33,85,38.8235294117647,469,0.070362473347548,"Graduate.course.or.degree"
"137","1_no.training.experience","Curriculum Issues: Too much content",6,73,8.21917808219178,103,0.058252427184466,"No.Training"
"138","3_short.workshop","Curriculum Issues: Too much content",17,73,23.2876712328767,231,0.0735930735930736,"Self.taught"
"139","4_some.undergraduate.courses","Curriculum Issues: Too much content",2,73,2.73972602739726,31,0.0645161290322581,"Short.workshops"
"140","6_undergraduate.certificate","Curriculum Issues: Too much content",1,73,1.36986301369863,5,0.2,"Some.undergraduate.coursework"
"141","7_undergraduate.degree","Curriculum Issues: Too much content",1,73,1.36986301369863,10,0.1,"Undergraduate.certificate"
"142","8_post.graduate.degree","Curriculum Issues: Too much content",11,73,15.0684931506849,148,0.0743243243243243,"Undergraduate.degree"
"143","9_graduate.course.or.degree","Curriculum Issues: Too much content",1,73,1.36986301369863,55,0.0181818181818182,"Post.graduate.certificate"
"144","self.taught","Curriculum Issues: Too much content",34,73,46.5753424657534,469,0.0724946695095949,"Graduate.course.or.degree"
"145","1_no.training.experience","Curriculum Issues: Quickly changing technologies",3,52,5.76923076923077,103,0.029126213592233,"No.Training"
"146","3_short.workshop","Curriculum Issues: Quickly changing technologies",15,52,28.8461538461538,231,0.0649350649350649,"Self.taught"
"147","4_some.undergraduate.courses","Curriculum Issues: Quickly changing technologies",1,52,1.92307692307692,31,0.032258064516129,"Short.workshops"
"148","6_undergraduate.certificate","Curriculum Issues: Quickly changing technologies",0,52,0,5,0,"Some.undergraduate.coursework"
"149","7_undergraduate.degree","Curriculum Issues: Quickly changing technologies",1,52,1.92307692307692,10,0.1,"Undergraduate.certificate"
"150","8_post.graduate.degree","Curriculum Issues: Quickly changing technologies",6,52,11.5384615384615,148,0.0405405405405405,"Undergraduate.degree"
"151","9_graduate.course.or.degree","Curriculum Issues: Quickly changing technologies",0,52,0,55,0,"Post.graduate.certificate"
"152","self.taught","Curriculum Issues: Quickly changing technologies",26,52,50,469,0.0554371002132196,"Graduate.course.or.degree"
"153","1_no.training.experience","Curriculum Issues: Access to bioinformatics lesson plans/curriculum",0,36,0,103,0,"No.Training"
"154","3_short.workshop","Curriculum Issues: Access to bioinformatics lesson plans/curriculum",9,36,25,231,0.038961038961039,"Self.taught"
"155","4_some.undergraduate.courses","Curriculum Issues: Access to bioinformatics lesson plans/curriculum",0,36,0,31,0,"Short.workshops"
"156","6_undergraduate.certificate","Curriculum Issues: Access to bioinformatics lesson plans/curriculum",1,36,2.77777777777778,5,0.2,"Some.undergraduate.coursework"
"157","7_undergraduate.degree","Curriculum Issues: Access to bioinformatics lesson plans/curriculum",0,36,0,10,0,"Undergraduate.certificate"
"158","8_post.graduate.degree","Curriculum Issues: Access to bioinformatics lesson plans/curriculum",4,36,11.1111111111111,148,0.027027027027027,"Undergraduate.degree"
"159","9_graduate.course.or.degree","Curriculum Issues: Access to bioinformatics lesson plans/curriculum",6,36,16.6666666666667,55,0.109090909090909,"Post.graduate.certificate"
"160","self.taught","Curriculum Issues: Access to bioinformatics lesson plans/curriculum",16,36,44.4444444444444,469,0.0341151385927505,"Graduate.course.or.degree"
"161","1_no.training.experience","Curriculum Issues: Difficulty establishing relevance",1,12,8.33333333333333,103,0.00970873786407767,"No.Training"
"162","3_short.workshop","Curriculum Issues: Difficulty establishing relevance",1,12,8.33333333333333,231,0.00432900432900433,"Self.taught"
