Var1,Var2,value,summed_score,percentage,responses,proportion,nice_names,positive_scored_response,null_scored_response,prop_test_chi_pvalue,proportion_error,ymax,ymin
1_Female,Faculty Issues: Expertise/training,98.0,168.0,58.333333333333336,270.0,0.362962962962963,Female,98.0,172.0,0.40321536088559135,0.05735611225800304,0.3837811074121641,0.3421448185137619
2_Male,Faculty Issues: Expertise/training,70.0,168.0,41.66666666666667,217.0,0.3225806451612903,Male,70.0,147.0,0.40321536088559135,0.06219653314197229,0.3426440429490233,0.30251724737355734
1_Female,Faculty Issues: Time,75.0,128.0,58.59375,270.0,0.2777777777777778,Female,75.0,195.0,0.46406931973874826,0.053425719808866796,0.292618255502463,0.26293730005309257
2_Male,Faculty Issues: Time,53.0,128.0,41.40625,217.0,0.24423963133640553,Male,53.0,164.0,0.46406931973874826,0.05716343908551747,0.2582012086245734,0.23027805404823767
1_Female,Faculty Issues: Curriculum design/integration,16.0,32.0,50.0,270.0,0.05925925925925926,Female,16.0,254.0,0.6478584643094782,0.02816302459324541,0.06092817923515528,0.05759033928336324
2_Male,Faculty Issues: Curriculum design/integration,16.0,32.0,50.0,217.0,0.07373271889400922,Male,16.0,201.0,0.6478584643094782,0.03477094630068118,0.07629647530327603,0.0711689624847424
1_Female,Curriculum Issues: No space,61.0,98.0,62.244897959183675,270.0,0.22592592592592592,Female,61.0,209.0,0.16077595550513174,0.04988161492010881,0.237195475963432,0.21465637588841985
2_Male,Curriculum Issues: No space,37.0,98.0,37.755102040816325,217.0,0.17050691244239632,Male,37.0,180.0,0.16077595550513174,0.05003750019809375,0.17903865210750908,0.16197517277728357
1_Female,Curriculum Issues: Incompatible with current curriculum,29.0,50.0,57.99999999999999,270.0,0.10740740740740741,Female,29.0,241.0,0.8149335493408745,0.036932607024942804,0.11137424297675312,0.1034405718380617
2_Male,Curriculum Issues: Incompatible with current curriculum,21.0,50.0,42.0,217.0,0.0967741935483871,Male,21.0,196.0,0.8149335493408745,0.03933654145895624,0.10058095562506028,0.09296743147171391
1_Female,Curriculum Issues: Time needed to develop,22.0,32.0,68.75,270.0,0.08148148148148149,Female,22.0,248.0,0.16664573089596865,0.03263169443766359,0.08414036028751333,0.07882260267544965
2_Male,Curriculum Issues: Time needed to develop,10.0,32.0,31.25,217.0,0.04608294930875576,Male,10.0,207.0,0.16664573089596865,0.02789611103374189,0.04736848437943511,0.04479741423807641
1_Female,Curriculum Issues: No control,15.0,25.0,60.0,270.0,0.05555555555555555,Female,15.0,255.0,0.7915850376377978,0.02732235718252734,0.05707346428791818,0.054037646823192925
2_Male,Curriculum Issues: No control,10.0,25.0,40.0,217.0,0.04608294930875576,Male,10.0,207.0,0.7915850376377978,0.02789611103374189,0.04736848437943511,0.04479741423807641
1_Female,Curriculum Issues: Covered elsewhere,10.0,15.0,66.66666666666666,270.0,0.037037037037037035,Female,10.0,260.0,0.5322020516095022,0.022526261363999295,0.037871343013481454,0.036202731060592616
2_Male,Curriculum Issues: Covered elsewhere,5.0,15.0,33.33333333333333,217.0,0.02304147465437788,Male,5.0,212.0,0.5322020516095022,0.01996233883385212,0.023501436378660187,0.022581512930095575
1_Female,Resource Issues: Access to exercises,20.0,37.0,54.054054054054056,270.0,0.07407407407407407,Female,20.0,250.0,0.9963356453125256,0.031238303997078023,0.07638802251830207,0.07176012562984607
2_Male,Resource Issues: Access to exercises,17.0,37.0,45.94594594594595,217.0,0.07834101382488479,Male,17.0,200.0,0.9963356453125256,0.03575180301350653,0.08114184631903046,0.07554018133073911
1_Female,Resource Issues: Access to lesson plans,24.0,34.0,70.58823529411765,270.0,0.08888888888888889,Female,24.0,246.0,0.09620190187985209,0.03394498485069107,0.09190622087561699,0.08587155690216079
2_Male,Resource Issues: Access to lesson plans,10.0,34.0,29.411764705882355,217.0,0.04608294930875576,Male,10.0,207.0,0.09620190187985209,0.02789611103374189,0.04736848437943511,0.04479741423807641
1_Female,Resource Issues: Access to intro content,10.0,16.0,62.5,270.0,0.037037037037037035,Female,10.0,260.0,0.7475330639710629,0.022526261363999295,0.037871343013481454,0.036202731060592616
2_Male,Resource Issues: Access to intro content,6.0,16.0,37.5,217.0,0.027649769585253458,Male,6.0,211.0,0.7475330639710629,0.02181601095859741,0.02825297726152804,0.027046561908978875
1_Female,Student Issues: Background knowledge,27.0,51.0,52.94117647058824,270.0,0.1,Female,27.0,243.0,0.8174678895669096,0.03578388287434314,0.10357838828743432,0.09642161171256569
2_Male,Student Issues: Background knowledge,24.0,51.0,47.05882352941176,217.0,0.11059907834101383,Male,24.0,193.0,0.8174678895669096,0.04172946008127893,0.1152143181656714,0.10598383851635626
1_Female,Facilities: Access to equipment,8.0,17.0,47.05882352941176,270.0,0.02962962962962963,Female,8.0,262.0,0.6458837951965615,0.02022544491645438,0.03022890207159865,0.029030357187660612
2_Male,Facilities: Access to equipment,9.0,17.0,52.94117647058824,217.0,0.041474654377880185,Male,9.0,208.0,0.6458837951965615,0.02652842169446278,0.042574911498848685,0.040374397256911686
