Var1,Var2,value,summed_score,percentage,responses,proportion,nice_names,positive_scored_response,null_scored_response,prop_test_chi_pvalue,proportion_error,ymax,ymin
Non-underrepresented,Facilities Issues: Access to computer labs,130.0,145.0,89.65517241379311,880.0,0.14772727272727273,Not_underrepresented_in_STEM,130.0,750.0,0.45985607784823346,0.023443712707062532,0.1511905484680888,0.14426399698645667
underrepresented,Facilities Issues: Access to computer labs,15.0,145.0,10.344827586206897,81.0,0.18518518518518517,Underrepresented_in_STEM,15.0,66.0,0.45985607784823346,0.08459372712265162,0.20085069020789845,0.1695196801624719
Non-underrepresented,Resource Issues: Apropriate software,37.0,42.0,88.09523809523809,880.0,0.042045454545454546,Not_underrepresented_in_STEM,37.0,843.0,0.5856108131516672,0.013259853692327645,0.04260297112115469,0.041487937969754404
underrepresented,Resource Issues: Apropriate software,5.0,42.0,11.904761904761903,81.0,0.06172839506172839,Underrepresented_in_STEM,5.0,76.0,0.5856108131516672,0.052409782937021226,0.06496356684796427,0.058493223275492515
Non-underrepresented,Resource Issues: Access to high-performance computing,52.0,60.0,86.66666666666667,880.0,0.05909090909090909,Not_underrepresented_in_STEM,52.0,828.0,0.2410694125839274,0.015579048272630505,0.060011489216109985,0.058170328965708194
underrepresented,Resource Issues: Access to high-performance computing,8.0,60.0,13.333333333333334,81.0,0.09876543209876543,Underrepresented_in_STEM,8.0,73.0,0.2410694125839274,0.06497211229571212,0.10518243084402094,0.09234843335350991
Non-underrepresented,Institutional Issues: Access to IT support,108.0,118.0,91.52542372881356,880.0,0.12272727272727273,Not_underrepresented_in_STEM,108.0,772.0,0.9999999999999991,0.021679267827073013,0.12538791014241352,0.12006663531213195
underrepresented,Institutional Issues: Access to IT support,10.0,118.0,8.47457627118644,81.0,0.12345679012345678,Underrepresented_in_STEM,10.0,71.0,0.9999999999999991,0.07163903663743366,0.13230111563425107,0.1146124646126625
